,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Formation,Play
27031,1,7,30,NYG,NO,1,10,28,UNDER CENTER,RUSH
27032,1,6,55,NYG,NO,2,6,32,SHOTGUN,PASS
27033,1,6,16,NYG,NO,3,11,27,SHOTGUN,PASS
27034,1,5,40,NYG,NO,4,4,34,PUNT,KICK
27035,1,5,27,NO,NYG,1,10,4,SHOTGUN,PASS
27036,1,4,44,NO,NYG,1,10,50,SHOTGUN,RUSH
27037,1,4,8,NO,NYG,2,3,57,SHOTGUN,RUSH
27039,1,3,12,NO,NYG,1,5,65,UNDER CENTER,PASS
27040,1,2,30,NO,NYG,1,10,74,UNDER CENTER,PASS
27043,1,2,19,NYG,NO,1,10,21,UNDER CENTER,PASS
27044,1,1,43,NYG,NO,2,1,30,SHOTGUN,RUSH
27045,1,1,14,NYG,NO,1,10,36,NO HUDDLE SHOTGUN,PASS
27046,1,1,9,NYG,NO,2,10,36,SHOTGUN,RUSH
27047,1,0,31,NYG,NO,1,10,53,SHOTGUN,PASS
27048,1,0,6,NYG,NO,1,10,77,SHOTGUN,PASS
27049,2,15,0,NYG,NO,1,1,99,UNDER CENTER,RUSH
27050,2,14,21,NYG,NO,2,1,99,SHOTGUN,PASS
27051,2,14,17,NYG,NO,1,1,99,UNDER CENTER,RUSH
27052,2,13,34,NYG,NO,2,1,99,SHOTGUN,PASS
27054,2,13,25,NO,NYG,1,10,20,SHOTGUN,PASS
27055,2,13,3,NO,NYG,2,9,21,SHOTGUN,PASS
27056,2,12,25,NO,NYG,1,10,30,UNDER CENTER,PASS
27057,2,11,49,NO,NYG,1,10,44,UNDER CENTER,RUSH
27058,2,11,15,NO,NYG,2,7,47,SHOTGUN,PASS
27061,2,11,0,NYG,NO,1,10,23,UNDER CENTER,RUSH
27062,2,10,23,NYG,NO,2,8,25,SHOTGUN,PASS
27063,2,9,45,NYG,NO,3,11,22,SHOTGUN,PASS
27064,2,9,4,NYG,NO,4,24,9,PUNT,KICK
27065,2,8,53,NO,NYG,1,10,40,UNDER CENTER,RUSH
27066,2,8,33,NO,NYG,1,20,30,SHOTGUN,PASS
27067,2,8,0,NO,NYG,2,15,35,SHOTGUN,PASS
27068,2,7,23,NO,NYG,3,6,44,SHOTGUN,PASS
27069,2,6,46,NO,NYG,1,10,52,UNDER CENTER,PASS
27071,2,5,56,NO,NYG,1,15,58,UNDER CENTER,PASS
27072,2,4,49,NO,NYG,3,1,72,UNDER CENTER,RUSH
27073,2,4,14,NO,NYG,1,10,76,UNDER CENTER,RUSH
27074,2,3,39,NO,NYG,2,11,75,SHOTGUN,PASS
27075,2,3,1,NO,NYG,1,10,87,SHOTGUN,RUSH
27076,2,2,22,NO,NYG,2,1,96,UNDER CENTER,RUSH
27077,2,2,0,NO,NYG,1,2,98,UNDER CENTER,RUSH
27079,2,1,57,NO,NYG,2,4,96,SHOTGUN,RUSH
27081,4,4,52,MIA,NYG,4,11,51,PUNT,KICK
27082,2,1,50,NO,NYG,3,2,98,UNDER CENTER,PASS
27085,2,1,46,NYG,NO,1,10,20,SHOTGUN,PASS
27086,2,1,41,NYG,NO,2,3,27,NO HUDDLE SHOTGUN,RUSH
27087,2,1,23,NYG,NO,1,10,34,NO HUDDLE SHOTGUN,PASS
27088,2,1,19,NYG,NO,2,10,34,SHOTGUN,PASS
27089,2,0,59,NYG,NO,3,5,39,NO HUDDLE SHOTGUN,PASS
27090,2,0,54,NYG,NO,1,10,44,NO HUDDLE SHOTGUN,PASS
27091,2,0,50,NYG,NO,1,10,59,NO HUDDLE SHOTGUN,PASS
27092,2,0,43,NYG,NO,2,2,67,NO HUDDLE SHOTGUN,PASS
27093,2,0,39,NYG,NO,1,10,70,NO HUDDLE SHOTGUN,PASS
27094,2,0,34,NYG,NO,2,2,78,NO HUDDLE SHOTGUN,PASS
27095,2,0,15,NYG,NO,1,9,91,NO HUDDLE SHOTGUN,PASS
27096,2,0,7,NYG,NO,2,2,98,SHOTGUN,PASS
27101,3,14,53,NYG,NO,1,10,35,UNDER CENTER,RUSH
27102,3,14,18,NYG,NO,2,5,40,SHOTGUN,PASS
27103,3,13,41,NYG,NO,1,10,48,SHOTGUN,RUSH
27104,3,13,8,NYG,NO,2,8,50,UNDER CENTER,PASS
27106,3,12,58,NO,NYG,1,10,20,SHOTGUN,PASS
27107,3,12,31,NO,NYG,1,10,30,UNDER CENTER,PASS
27108,3,12,26,NO,NYG,2,10,30,SHOTGUN,PASS
27109,3,11,37,NO,NYG,1,10,59,UNDER CENTER,RUSH
27111,3,11,1,NO,NYG,2,15,54,SHOTGUN,PASS
27112,3,10,58,NO,NYG,1,10,69,UNDER CENTER,RUSH
27113,3,10,19,NO,NYG,1,10,79,UNDER CENTER,PASS
27114,3,10,14,NO,NYG,2,10,79,SHOTGUN,PASS
27117,3,10,0,NYG,NO,1,10,43,SHOTGUN,RUSH
27118,3,9,32,NYG,NO,2,6,47,NO HUDDLE SHOTGUN,PASS
27119,3,9,21,NYG,NO,2,16,37,SHOTGUN,PASS
27120,3,9,13,NYG,NO,3,16,37,SHOTGUN,PASS
27121,3,9,2,NO,NYG,1,10,64,UNDER CENTER,RUSH
27122,3,8,17,NO,NYG,2,12,62,SHOTGUN,PASS
27123,3,7,36,NO,NYG,3,8,66,SHOTGUN,PASS
27124,3,7,26,NYG,NO,1,10,7,UNDER CENTER,RUSH
27125,3,7,7,NYG,NO,1,13,4,UNDER CENTER,RUSH
27126,3,6,31,NYG,NO,1,10,21,SHOTGUN,PASS
27127,3,6,24,NYG,NO,2,10,21,SHOTGUN,PASS
27128,3,5,45,NYG,NO,1,10,46,SHOTGUN,RUSH
27129,3,5,8,NYG,NO,2,10,46,SHOTGUN,PASS
27130,3,5,2,NYG,NO,3,10,46,SHOTGUN,PASS
27131,3,4,26,NYG,NO,4,3,53,PUNT,KICK
27132,3,4,15,NO,NYG,1,10,20,SHOTGUN,PASS
27133,3,3,53,NO,NYG,2,4,26,UNDER CENTER,RUSH
27134,3,3,19,NO,NYG,1,10,35,UNDER CENTER,PASS
27135,3,2,57,NO,NYG,2,3,42,UNDER CENTER,RUSH
27136,3,2,18,NO,NYG,1,10,47,UNDER CENTER,RUSH
27137,3,1,41,NO,NYG,1,10,58,SHOTGUN,PASS
27138,3,1,17,NO,NYG,1,10,69,UNDER CENTER,RUSH
27139,3,0,40,NO,NYG,1,10,80,UNDER CENTER,PASS
27140,3,0,33,NO,NYG,2,10,80,SHOTGUN,PASS
27143,3,0,29,NYG,NO,1,10,20,SHOTGUN,PASS
27144,3,0,4,NYG,NO,1,10,30,UNDER CENTER,RUSH
27146,4,15,0,NYG,NO,1,10,42,UNDER CENTER,RUSH
27147,4,14,41,NYG,NO,2,7,45,NO HUDDLE SHOTGUN,PASS
27148,4,14,36,NYG,NO,1,10,63,UNDER CENTER,RUSH
27149,4,14,5,NYG,NO,2,6,67,NO HUDDLE SHOTGUN,PASS
27150,4,14,0,NYG,NO,3,6,67,SHOTGUN,PASS
27151,4,13,53,NYG,NO,1,10,72,SHOTGUN,RUSH
27152,4,13,25,NYG,NO,2,7,75,NO HUDDLE SHOTGUN,PASS
27153,4,13,9,NYG,NO,3,1,81,UNDER CENTER,PASS
27154,4,13,5,NYG,NO,1,10,86,SHOTGUN,RUSH
27155,4,12,34,NYG,NO,2,5,91,SHOTGUN,PASS
27156,4,12,29,NYG,NO,3,5,91,NO HUDDLE SHOTGUN,PASS
27157,4,12,24,NYG,NO,4,5,91,SHOTGUN,PASS
27160,4,12,15,NO,NYG,1,10,20,SHOTGUN,PASS
27161,4,11,37,NO,NYG,2,4,26,UNDER CENTER,RUSH
27163,4,10,42,NO,NYG,3,12,18,SHOTGUN,PASS
27164,4,10,37,NO,NYG,4,12,18,PUNT,KICK
27165,4,10,31,NYG,NO,1,10,35,SHOTGUN,PASS
27166,4,10,3,NYG,NO,1,10,73,NO HUDDLE SHOTGUN,PASS
27167,4,9,37,NYG,NO,2,3,80,SHOTGUN,PASS
27170,4,8,34,NO,NYG,2,3,48,SHOTGUN,PASS
27171,4,8,30,NO,NYG,3,3,48,SHOTGUN,PASS
27172,4,7,56,NO,NYG,1,10,53,UNDER CENTER,RUSH
27173,4,7,23,NO,NYG,2,6,57,SHOTGUN,PASS
27175,4,7,11,NO,NYG,1,10,20,SHOTGUN,PASS
27176,4,6,46,NO,NYG,2,7,23,SHOTGUN,PASS
27177,4,6,41,NO,NYG,3,7,23,SHOTGUN,PASS
27178,4,5,51,NO,NYG,4,1,29,UNDER CENTER,RUSH
27180,4,4,58,NO,NYG,1,15,26,SHOTGUN,PASS
27181,4,4,36,NO,NYG,2,3,38,NO HUDDLE SHOTGUN,PASS
27182,4,4,13,NO,NYG,1,10,43,NO HUDDLE SHOTGUN,PASS
27183,4,4,10,NO,NYG,2,10,43,SHOTGUN,PASS
27184,4,3,33,NO,NYG,3,5,48,SHOTGUN,PASS
27185,4,3,13,NO,NYG,1,10,64,SHOTGUN,PASS
27186,4,2,37,NO,NYG,2,1,73,UNDER CENTER,RUSH
27188,1,15,0,SF,LA,1,10,20,UNDER CENTER,PASS
27189,4,2,0,NO,NYG,3,1,73,UNDER CENTER,RUSH
27190,4,1,20,NO,NYG,1,10,89,UNDER CENTER,RUSH
27191,4,0,41,NO,NYG,2,8,91,SHOTGUN,PASS
27194,4,0,36,NYG,NO,1,10,20,SHOTGUN,PASS
27195,4,0,30,NYG,NO,2,10,20,SHOTGUN,PASS
27197,4,0,25,NYG,NO,3,5,25,SHOTGUN,PASS
27199,4,0,20,NYG,NO,4,5,25,PUNT,KICK
27200,4,0,5,NO,NYG,1,10,68,FIELD GOAL,KICK
27202,1,10,29,LA,SF,1,10,20,UNDER CENTER,RUSH
27203,1,14,28,SF,LA,1,10,33,SHOTGUN,PASS
27204,1,13,55,SF,LA,1,10,44,UNDER CENTER,PASS
27205,1,13,15,SF,LA,2,6,48,SHOTGUN,RUSH
27206,1,12,38,SF,LA,3,6,48,SHOTGUN,PASS
27207,1,12,8,SF,LA,1,10,57,NO HUDDLE SHOTGUN,RUSH
27208,1,11,30,SF,LA,2,8,59,SHOTGUN,RUSH
27209,1,10,34,SF,LA,4,3,64,FIELD GOAL,KICK
27211,1,9,58,LA,SF,2,5,25,NO HUDDLE SHOTGUN,RUSH
27212,1,9,26,LA,SF,3,4,26,NO HUDDLE SHOTGUN,PASS
27213,1,9,15,LA,SF,4,4,26,PUNT,KICK
27214,1,7,45,LA,SF,1,10,18,UNDER CENTER,RUSH
27215,1,7,19,LA,SF,2,8,20,NO HUDDLE SHOTGUN,PASS
27216,1,7,13,LA,SF,2,3,25,SHOTGUN,PASS
27217,1,6,51,LA,SF,1,10,29,NO HUDDLE SHOTGUN,RUSH
27218,1,6,24,LA,SF,2,10,29,NO HUDDLE SHOTGUN,PASS
27219,1,9,12,SF,LA,1,10,21,UNDER CENTER,RUSH
27220,1,8,39,SF,LA,2,12,19,UNDER CENTER,PASS
27221,1,7,57,SF,LA,3,1,30,SHOTGUN,PASS
27222,1,7,52,SF,LA,4,1,30,PUNT,KICK
27223,1,5,50,LA,SF,3,5,34,NO HUDDLE SHOTGUN,PASS
27224,1,5,45,LA,SF,4,5,34,PUNT,KICK
27225,1,4,18,LA,SF,1,10,38,UNDER CENTER,RUSH
27226,1,3,44,LA,SF,2,7,41,UNDER CENTER,PASS
27227,1,3,16,LA,SF,1,10,50,UNDER CENTER,PASS
27228,1,5,32,SF,LA,1,10,3,UNDER CENTER,RUSH
27229,1,5,3,SF,LA,2,11,2,UNDER CENTER,RUSH
27230,1,4,29,SF,LA,3,12,1,UNDER CENTER,RUSH
27231,1,2,38,LA,SF,1,10,30,UNDER CENTER,PASS
27232,1,2,30,LA,SF,2,10,30,SHOTGUN,RUSH
27234,1,1,44,LA,SF,3,6,34,SHOTGUN,PASS
27235,1,1,38,LA,SF,4,6,34,PUNT,KICK
27236,1,3,1,SF,LA,1,15,48,UNDER CENTER,PASS
27237,1,2,59,SF,LA,2,15,48,UNDER CENTER,PASS
27238,1,2,54,SF,LA,3,15,48,SHOTGUN,PASS
27239,1,2,48,SF,LA,4,15,48,PUNT,KICK
27240,1,1,29,SF,LA,1,10,11,SHOTGUN,RUSH
27241,1,0,51,SF,LA,2,13,8,SHOTGUN,PASS
27242,1,0,47,SF,LA,3,13,8,SHOTGUN,RUSH
27243,2,14,47,LA,SF,1,10,34,UNDER CENTER,RUSH
27245,2,14,7,LA,SF,2,14,30,SHOTGUN,PASS
27246,2,13,41,LA,SF,2,21,23,SHOTGUN,PASS
27247,2,12,58,LA,SF,3,15,29,SHOTGUN,PASS
27248,2,12,52,LA,SF,4,15,29,PUNT,KICK
27249,2,15,0,SF,LA,4,7,14,PUNT,KICK
27250,2,12,39,SF,LA,1,10,32,UNDER CENTER,PASS
27251,2,12,1,SF,LA,2,10,32,UNDER CENTER,PASS
27252,2,10,35,LA,SF,1,10,29,SHOTGUN,RUSH
27255,2,9,5,LA,SF,1,10,61,UNDER CENTER,RUSH
27256,2,8,39,LA,SF,2,7,64,NO HUDDLE,PASS
27257,2,8,8,LA,SF,1,10,79,NO HUDDLE SHOTGUN,PASS
27259,2,10,58,SF,LA,3,6,41,SHOTGUN,PASS
27260,2,7,37,LA,SF,2,10,79,NO HUDDLE SHOTGUN,RUSH
27261,2,7,7,LA,SF,3,9,80,NO HUDDLE SHOTGUN,PASS
27262,2,6,56,LA,SF,4,9,80,FIELD GOAL,KICK
27264,2,6,52,SF,LA,1,10,20,SHOTGUN,RUSH
27265,2,6,18,SF,LA,2,8,22,SHOTGUN,RUSH
27266,2,5,34,SF,LA,3,7,23,SHOTGUN,PASS
27267,2,4,52,SF,LA,1,10,34,UNDER CENTER,PASS
27269,2,4,35,SF,LA,1,10,67,UNDER CENTER,RUSH
27270,2,3,57,SF,LA,2,7,70,UNDER CENTER,PASS
27271,2,3,32,SF,LA,1,10,78,UNDER CENTER,PASS
27272,2,3,26,SF,LA,2,10,78,SHOTGUN,PASS
27273,2,3,11,SF,LA,1,9,91,UNDER CENTER,PASS
27274,2,2,37,SF,LA,2,6,94,UNDER CENTER,PASS
27275,2,2,0,SF,LA,3,7,93,SHOTGUN,PASS
27276,2,1,53,LA,SF,1,10,20,UNDER CENTER,RUSH
27277,2,1,46,LA,SF,1,10,41,UNDER CENTER,RUSH
27278,2,1,5,LA,SF,1,20,45,SHOTGUN,PASS
27279,2,0,44,LA,SF,2,12,53,NO HUDDLE SHOTGUN,PASS
27280,2,0,39,LA,SF,2,17,48,SHOTGUN,PASS
27281,2,1,56,SF,LA,4,7,93,FIELD GOAL,KICK
27284,2,0,28,LA,SF,1,3,97,UNDER CENTER,PASS
27285,2,0,23,LA,SF,1,2,98,UNDER CENTER,RUSH
27288,3,14,55,LA,SF,1,10,17,UNDER CENTER,RUSH
27289,2,0,13,SF,LA,1,10,22,UNDER CENTER,RUSH
27292,3,13,17,LA,SF,3,7,32,SHOTGUN,PASS
27293,3,13,13,LA,SF,4,7,32,PUNT,KICK
27294,3,11,53,LA,SF,1,10,8,UNDER CENTER,RUSH
27295,3,11,11,LA,SF,2,8,10,SHOTGUN,RUSH
27296,3,10,27,LA,SF,1,10,23,UNDER CENTER,RUSH
27297,3,9,46,LA,SF,2,3,30,UNDER CENTER,RUSH
27298,3,9,7,LA,SF,1,10,38,SHOTGUN,PASS
27299,3,8,43,LA,SF,2,5,43,UNDER CENTER,RUSH
27300,3,13,6,SF,LA,1,10,17,UNDER CENTER,PASS
27301,3,13,1,SF,LA,2,10,17,SHOTGUN,PASS
27302,3,12,26,SF,LA,3,9,18,SHOTGUN,PASS
27303,3,12,15,SF,LA,4,1,26,PUNT,KICK
27304,3,6,11,LA,SF,1,10,44,SHOTGUN,PASS
27305,3,5,34,LA,SF,2,7,47,UNDER CENTER,RUSH
27306,3,4,58,LA,SF,3,4,50,UNDER CENTER,RUSH
27307,3,4,45,LA,SF,1,10,65,UNDER CENTER,RUSH
27308,3,4,8,LA,SF,2,4,71,UNDER CENTER,RUSH
27309,3,3,21,LA,SF,1,10,75,UNDER CENTER,RUSH
27310,3,7,42,SF,LA,1,10,2,UNDER CENTER,RUSH
27311,3,7,12,SF,LA,2,9,3,UNDER CENTER,RUSH
27312,3,6,31,SF,LA,3,7,5,SHOTGUN,PASS
27313,3,6,26,SF,LA,4,7,5,PUNT,KICK
27315,3,2,43,LA,SF,2,12,73,UNDER CENTER,RUSH
27316,3,2,3,LA,SF,3,8,77,SHOTGUN,RUSH
27317,3,1,19,LA,SF,4,7,78,FIELD GOAL,KICK
27318,3,1,14,SF,LA,1,10,30,UNDER CENTER,PASS
27319,3,0,38,SF,LA,2,15,25,SHOTGUN,PASS
27320,3,0,3,SF,LA,1,10,41,UNDER CENTER,PASS
27321,4,15,0,SF,LA,2,10,41,SHOTGUN,PASS
27322,4,14,24,SF,LA,3,4,47,SHOTGUN,PASS
27323,4,14,20,SF,LA,4,4,47,PUNT,KICK
27325,4,12,32,SF,LA,1,5,25,UNDER CENTER,RUSH
27326,4,11,57,SF,LA,2,3,27,UNDER CENTER,PASS
27327,4,10,9,LA,SF,1,10,27,UNDER CENTER,RUSH
27328,4,9,31,LA,SF,2,6,31,UNDER CENTER,RUSH
27329,4,8,49,LA,SF,3,3,34,SHOTGUN,PASS
27331,4,11,50,SF,LA,3,3,27,SHOTGUN,PASS
27332,4,11,20,SF,LA,1,10,37,NO HUDDLE SHOTGUN,PASS
27333,4,10,34,SF,LA,2,13,34,UNDER CENTER,PASS
27334,4,10,29,SF,LA,3,13,34,SHOTGUN,PASS
27336,4,6,28,LA,SF,1,10,15,UNDER CENTER,RUSH
27337,4,5,48,LA,SF,2,8,17,UNDER CENTER,RUSH
27338,4,4,57,LA,SF,3,9,16,SHOTGUN,RUSH
27339,4,4,13,LA,SF,4,5,20,PUNT,KICK
27340,4,8,34,SF,LA,1,10,20,SHOTGUN,RUSH
27341,4,8,4,SF,LA,2,7,23,SHOTGUN,PASS
27342,4,8,1,SF,LA,2,12,18,SHOTGUN,PASS
27343,4,7,25,SF,LA,3,6,24,SHOTGUN,PASS
27344,4,6,42,SF,LA,4,2,28,PUNT,KICK
27345,4,2,22,LA,SF,2,1,33,UNDER CENTER,RUSH
27346,4,2,0,LA,SF,1,10,40,UNDER CENTER,RUSH
27347,4,3,54,SF,LA,2,2,59,SHOTGUN,PASS
27348,4,3,18,SF,LA,1,10,68,SHOTGUN,PASS
27349,4,3,14,SF,LA,2,2,76,SHOTGUN,PASS
27350,4,3,10,SF,LA,3,2,76,SHOTGUN,PASS
27352,4,3,7,SF,LA,4,2,76,SHOTGUN,PASS
27354,4,1,19,LA,SF,2,11,39,UNDER CENTER,RUSH
27355,4,0,38,LA,SF,3,12,38,UNDER CENTER,RUSH
27357,1,14,56,ARI,CLE,1,10,18,UNDER CENTER,RUSH
27358,1,14,21,ARI,CLE,2,10,18,SHOTGUN,PASS
27359,1,13,37,ARI,CLE,3,1,27,UNDER CENTER,RUSH
27360,1,12,56,ARI,CLE,1,10,30,UNDER CENTER,RUSH
27361,1,12,20,ARI,CLE,2,7,33,UNDER CENTER,RUSH
27362,1,11,38,ARI,CLE,3,8,32,SHOTGUN,PASS
27363,1,10,55,ARI,CLE,1,10,70,UNDER CENTER,RUSH
27364,1,10,15,ARI,CLE,2,9,71,UNDER CENTER,PASS
27365,1,9,35,ARI,CLE,3,2,78,SHOTGUN,PASS
27366,1,8,50,ARI,CLE,1,10,84,UNDER CENTER,RUSH
27367,1,8,7,ARI,CLE,2,5,89,SHOTGUN,PASS
27370,1,7,59,CLE,ARI,1,10,20,UNDER CENTER,RUSH
27371,1,4,51,ARI,CLE,3,10,15,SHOTGUN,PASS
27372,1,3,49,ARI,CLE,2,6,30,UNDER CENTER,RUSH
27373,1,3,36,CLE,ARI,1,9,91,UNDER CENTER,RUSH
27374,1,2,52,CLE,ARI,2,10,90,UNDER CENTER,PASS
27375,1,2,45,CLE,ARI,3,10,90,SHOTGUN,PASS
27378,1,2,41,ARI,CLE,1,10,20,SHOTGUN,PASS
27379,1,2,36,ARI,CLE,2,10,20,SHOTGUN,PASS
27380,1,2,32,ARI,CLE,3,10,20,SHOTGUN,PASS
27381,1,2,4,ARI,CLE,4,7,23,PUNT,KICK
27382,1,1,53,CLE,ARI,1,10,34,SHOTGUN,PASS
27383,1,1,47,CLE,ARI,2,10,34,SHOTGUN,RUSH
27384,1,1,3,CLE,ARI,3,2,42,SHOTGUN,PASS
27385,1,0,13,CLE,ARI,1,6,94,UNDER CENTER,RUSH
27386,2,15,0,CLE,ARI,2,3,97,SHOTGUN,PASS
27387,2,14,53,CLE,ARI,3,3,97,SHOTGUN,PASS
27390,2,14,43,ARI,CLE,1,10,25,UNDER CENTER,RUSH
27391,1,6,47,LA,TB,4,10,15,PUNT,KICK
27392,2,14,7,ARI,CLE,2,5,30,UNDER CENTER,RUSH
27393,2,13,23,ARI,CLE,1,10,36,SHOTGUN,PASS
27394,2,13,15,ARI,CLE,2,10,36,SHOTGUN,PASS
27395,2,13,10,ARI,CLE,3,10,36,SHOTGUN,PASS
27396,2,12,37,ARI,CLE,4,12,34,PUNT,KICK
27397,2,12,28,CLE,ARI,1,10,28,UNDER CENTER,PASS
27398,2,11,4,CLE,ARI,3,6,32,SHOTGUN,PASS
27399,2,10,22,CLE,ARI,1,10,41,UNDER CENTER,RUSH
27400,2,9,40,CLE,ARI,2,10,41,UNDER CENTER,PASS
27401,2,9,34,CLE,ARI,3,10,41,SHOTGUN,PASS
27402,2,8,52,CLE,ARI,1,10,54,UNDER CENTER,PASS
27403,2,8,14,CLE,ARI,1,10,70,SHOTGUN,PASS
27404,2,7,46,CLE,ARI,2,2,78,UNDER CENTER,PASS
27405,2,7,4,CLE,ARI,1,10,82,UNDER CENTER,RUSH
27406,2,6,17,CLE,ARI,2,12,80,SHOTGUN,PASS
27408,2,5,47,CLE,ARI,1,5,95,SHOTGUN,RUSH
27409,2,5,4,CLE,ARI,2,2,98,SHOTGUN,PASS
27410,2,5,1,CLE,ARI,3,2,98,SHOTGUN,PASS
27413,2,4,50,ARI,CLE,1,10,15,UNDER CENTER,RUSH
27414,2,4,10,ARI,CLE,2,6,19,UNDER CENTER,PASS
27415,2,3,32,ARI,CLE,1,10,39,UNDER CENTER,PASS
27416,2,3,22,ARI,CLE,1,10,44,UNDER CENTER,RUSH
27419,2,2,0,ARI,CLE,2,5,64,SHOTGUN,PASS
27420,2,1,54,ARI,CLE,3,5,64,SHOTGUN,PASS
27421,2,1,47,ARI,CLE,1,10,77,SHOTGUN,PASS
27422,2,1,41,ARI,CLE,2,10,77,SHOTGUN,PASS
27423,2,1,32,CLE,ARI,1,10,8,SHOTGUN,RUSH
27424,2,10,21,TB,LA,1,10,55,UNDER CENTER,RUSH
27426,2,1,26,CLE,ARI,2,5,13,UNDER CENTER,RUSH
27428,2,1,21,CLE,ARI,3,5,13,UNDER CENTER,RUSH
27430,2,0,36,CLE,ARI,4,4,14,PUNT,KICK
27432,2,0,24,ARI,CLE,1,15,45,SHOTGUN,PASS
27433,2,0,19,ARI,CLE,1,10,73,SHOTGUN,PASS
27435,2,0,7,ARI,CLE,3,2,81,SHOTGUN,PASS
27436,2,0,2,ARI,CLE,3,2,81,FIELD GOAL,KICK
27438,3,14,52,CLE,ARI,1,10,26,SHOTGUN,RUSH
27439,3,14,15,CLE,ARI,2,7,29,SHOTGUN,PASS
27441,3,14,7,CLE,ARI,3,12,24,SHOTGUN,PASS
27442,3,14,2,CLE,ARI,4,12,24,PUNT,KICK
27443,3,13,50,ARI,CLE,1,10,29,UNDER CENTER,RUSH
27444,3,13,14,ARI,CLE,2,9,30,UNDER CENTER,PASS
27445,3,12,33,ARI,CLE,3,1,38,UNDER CENTER,RUSH
27446,3,11,56,ARI,CLE,1,10,40,UNDER CENTER,PASS
27449,3,11,46,CLE,ARI,1,10,20,UNDER CENTER,PASS
27450,3,11,41,CLE,ARI,2,10,20,SHOTGUN,PASS
27451,3,11,12,CLE,ARI,1,10,25,SHOTGUN,RUSH
27452,3,10,28,CLE,ARI,2,17,18,UNDER CENTER,PASS
27453,3,9,51,CLE,ARI,3,5,30,SHOTGUN,PASS
27454,3,9,43,CLE,ARI,4,5,30,PUNT,KICK
27455,3,9,25,ARI,CLE,1,10,52,UNDER CENTER,PASS
27456,3,7,39,ARI,CLE,3,1,99,UNDER CENTER,PASS
27459,3,7,35,CLE,ARI,1,10,20,UNDER CENTER,PASS
27460,3,7,30,CLE,ARI,2,10,20,SHOTGUN,RUSH
27461,3,6,47,CLE,ARI,3,10,20,SHOTGUN,PASS
27463,3,5,44,CLE,ARI,1,15,29,SHOTGUN,PASS
27464,3,5,6,CLE,ARI,2,3,41,UNDER CENTER,PASS
27465,3,5,1,CLE,ARI,3,3,41,SHOTGUN,PASS
27466,3,4,22,CLE,ARI,4,11,33,PUNT,KICK
27467,3,4,15,ARI,CLE,1,10,22,UNDER CENTER,RUSH
27468,3,3,38,ARI,CLE,2,4,28,UNDER CENTER,RUSH
27469,3,2,56,ARI,CLE,1,10,33,UNDER CENTER,RUSH
27470,3,2,22,ARI,CLE,2,6,37,UNDER CENTER,PASS
27471,3,2,14,CLE,ARI,1,10,34,SHOTGUN,PASS
27472,3,2,9,CLE,ARI,2,10,34,SHOTGUN,PASS
27473,3,1,26,CLE,ARI,3,2,42,SHOTGUN,PASS
27474,3,1,11,ARI,CLE,1,10,9,UNDER CENTER,PASS
27475,3,1,5,ARI,CLE,2,10,9,SHOTGUN,PASS
27476,3,0,24,ARI,CLE,1,10,25,UNDER CENTER,RUSH
27477,3,0,20,CLE,ARI,1,10,72,SHOTGUN,PASS
27480,4,15,0,CLE,ARI,2,9,73,UNDER CENTER,PASS
27481,4,14,52,ARI,CLE,1,10,20,UNDER CENTER,RUSH
27482,4,14,15,ARI,CLE,2,3,27,UNDER CENTER,RUSH
27483,4,13,33,ARI,CLE,3,4,26,SHOTGUN,PASS
27484,4,13,7,ARI,CLE,1,10,38,UNDER CENTER,PASS
27485,4,13,1,ARI,CLE,2,10,38,UNDER CENTER,PASS
27486,4,12,55,ARI,CLE,3,10,38,SHOTGUN,PASS
27487,4,12,6,ARI,CLE,1,10,72,UNDER CENTER,RUSH
27488,4,11,30,ARI,CLE,2,4,78,UNDER CENTER,PASS
27489,4,10,58,ARI,CLE,1,10,85,UNDER CENTER,RUSH
27490,4,10,17,ARI,CLE,2,9,86,SHOTGUN,PASS
27491,4,10,13,ARI,CLE,2,4,91,UNDER CENTER,PASS
27492,4,10,7,ARI,CLE,3,4,91,SHOTGUN,PASS
27495,4,9,26,CLE,ARI,1,10,17,SHOTGUN,PASS
27496,4,9,16,CLE,ARI,2,10,17,SHOTGUN,PASS
27497,4,9,8,CLE,ARI,3,1,26,NO HUDDLE,RUSH
27498,4,8,27,CLE,ARI,1,10,28,NO HUDDLE SHOTGUN,PASS
27499,4,7,58,CLE,ARI,1,10,45,NO HUDDLE SHOTGUN,PASS
27500,4,7,39,CLE,ARI,1,10,62,NO HUDDLE SHOTGUN,RUSH
27501,4,7,33,ARI,CLE,1,10,40,UNDER CENTER,RUSH
27502,4,6,53,ARI,CLE,2,8,42,SHOTGUN,RUSH
27503,4,6,14,ARI,CLE,3,11,39,SHOTGUN,PASS
27504,4,5,56,ARI,CLE,1,10,44,UNDER CENTER,RUSH
27505,4,5,15,ARI,CLE,2,7,47,UNDER CENTER,RUSH
27507,4,4,19,ARI,CLE,3,3,51,UNDER CENTER,PASS
27508,4,4,13,ARI,CLE,1,10,61,UNDER CENTER,RUSH
27509,4,3,30,ARI,CLE,2,2,69,UNDER CENTER,RUSH
27511,4,3,11,ARI,CLE,1,10,77,UNDER CENTER,RUSH
